region,source_name,source_name_local,type,subtype,url_news,url_home,language,rss_or_api,update_frequency,robotics_relevance,priority_tier,collection_route,watch_keywords,verification_role,notes
South Korea,Hyundai Motor Group / Boston Dynamics,현대자동차그룹,Company,Corporate newsroom,https://www.hyundaimotorgroup.com/en/tag/robotics,https://www.hyundaimotorgroup.com/,en,None - scrape,Event-driven,"Major announcements on AI robotics, Boston Dynamics integration, and humanoid developments.",P0,page scrape,"robotics, AI, Boston Dynamics, humanoid","corporate strategy, product launches",English and Korean available
South Korea,Rainbow Robotics,레인보우로보틱스,Company,Corporate newsroom,https://www.rainbow-robotics.com/en_pr,https://www.rainbow-robotics.com/,en,None - scrape,Event-driven,"Announcements on humanoid robots, collaborative robots, and Samsung partnership.",P1,page scrape,"humanoid, collaborative robot, Samsung, AI","product launches, corporate partnerships",English and Korean available
South Korea,Doosan Robotics,두산로보틱스,Company,Corporate newsroom,https://www.doosanrobotics.com/en/about/promotion/news/,https://www.doosanrobotics.com/,en,None - scrape,Event-driven,"Announcements on collaborative robots, AI palletizing solutions, and global partnerships.",P1,page scrape,"collaborative robot, AI, palletizing, automation","product launches, corporate partnerships",English and Korean available
South Korea,HD Hyundai Robotics,HD현대로보틱스,Company,Corporate newsroom,http://hd-hyundairobotics.com/company/news,http://hd-hyundairobotics.com/,ko,None - scrape,Event-driven,"Announcements on industrial AI robots, welding solutions, and smart factory automation.",P1,page scrape,"산업용 로봇, 인공지능, 스마트팩토리, 자동화","product launches, corporate partnerships",Korean and English available
South Korea,Hanwha Robotics,한화로보틱스,Company,Corporate newsroom,https://hanwharobotics.co.kr/kr/newsroom/board?menuSeq=27,https://hanwharobotics.co.kr/,ko,None - scrape,Event-driven,"Announcements on collaborative robots, AGVs, and industrial automation.",P1,page scrape,"협동로봇, AGV, 자동화, 인공지능","product launches, corporate partnerships",Korean and English available
South Korea,Samsung Electronics,삼성전자,Company,Corporate newsroom,https://news.samsung.com/global/,https://news.samsung.com/,en,None - scrape,Event-driven,"Announcements on AI-driven factories, robotics division (RX), and consumer/industrial robots.",P0,page scrape,"robotics, AI, humanoid, RX","corporate strategy, product launches",English and Korean available
South Korea,LG Electronics / LG AI Research,LG전자 / LG AI연구원,Company,Corporate newsroom,https://www.lg.com/global/newsroom/news/,https://www.lg.com/,en,None - scrape,Event-driven,"Announcements on home robots (CLOiD), robotics business center, and AI research.",P1,page scrape,"robotics, AI, CLOiD, home robot","corporate strategy, product launches",English and Korean available
South Korea,Naver Labs,네이버랩스,Company,Corporate newsroom,https://www.navercorp.com/en/media/pressReleases,https://www.naverlabs.com/,en,None - scrape,Event-driven,"Announcements on AI for robotics, robot brain (DIVINE), and spatial intelligence.",P1,page scrape,"robotics, AI, spatial intelligence, robot brain","research breakthroughs, product launches",English and Korean available
South Korea,Neuromeka,뉴로메카,Company,Corporate newsroom,https://en.neuromeka.com/news,https://en.neuromeka.com/,en,None - scrape,Event-driven,"Announcements on collaborative robots, physical AI humanoid platforms (EIR), and factory automation.",P1,page scrape,"collaborative robot, humanoid, physical AI, automation","product launches, corporate partnerships",English and Korean available
South Korea,Robotis,로보티즈,Company,Corporate newsroom,https://www.robotis.us/about-us/,https://www.robotis.com/,en,None - scrape,Event-driven,"Announcements on actuators (Dynamixel), humanoid prototypes, and service robots.",P1,page scrape,"actuator, Dynamixel, humanoid, service robot","product launches, corporate partnerships",English and Korean available
South Korea,Bear Robotics,베어로보틱스,Company,Corporate newsroom,https://kr.bearrobotics.ai/news,https://kr.bearrobotics.ai/,ko,None - scrape,Event-driven,"Announcements on service robots, AMRs, and LG Electronics partnership.",P1,page scrape,"service robot, AMR, LG, logistics","product launches, corporate partnerships",Korean and English available
South Korea,Wonik Robotics,원익로보틱스,Company,Corporate newsroom,https://www.allegrohand.com/sub/about/news.php,https://wonikrobotics.com/,en,None - scrape,Event-driven,"Announcements on Allegro Hand, tactile sensors, and AI-based AMRs.",P1,page scrape,"Allegro Hand, tactile sensor, AMR, humanoid","product launches, corporate partnerships",English and Korean available
South Korea,SK Telecom,SK텔레콤,Company,Corporate newsroom,https://news.sktelecom.com/en/category/press-center/press-release,https://news.sktelecom.com/,en,None - scrape,Event-driven,"Announcements on AI robot-based logistics, telco edge AI, and physical AI.",P1,page scrape,"robotics, AI, logistics, telco edge AI","corporate strategy, product launches",English and Korean available
South Korea,Vieworks,뷰웍스,Company,Corporate newsroom,https://www.vieworks.com/en/board/news,https://www.vieworks.com/,en,None - scrape,Event-driven,"Announcements on machine vision cameras, X-ray imaging, and industrial inspection systems.",P2,page scrape,"machine vision, imaging, inspection, automation","product launches, corporate partnerships",English and Korean available
South Korea,T-Robotics,티로보틱스,Company,Corporate newsroom,https://finance.naver.com/item/news.naver?code=117730,http://www.t-robotics.com/,ko,None - scrape,Event-driven,"Announcements on vacuum robots, AMRs, and industrial robotics.",P2,page scrape,"vacuum robot, AMR, industrial robot, display","product launches, corporate partnerships",Korean language primary
South Korea,Robostar,로보스타,Company,Corporate newsroom,https://www.robostar.com/en/customer/topics,https://www.robostar.com/,en,None - scrape,Event-driven,"Announcements on industrial robots, SCARA robots, and factory automation.",P2,page scrape,"industrial robot, SCARA, automation, LG","product launches, corporate partnerships",English and Korean available
South Korea,Yujin Robot,유진로봇,Company,Corporate newsroom,https://yujinrobot.com/en/company/news-notice,https://yujinrobot.com/,en,None - scrape,Event-driven,"Announcements on AMRs, smart factory solutions, and autonomous navigation.",P2,page scrape,"AMR, smart factory, autonomous navigation, logistics","product launches, corporate partnerships",English and Korean available
South Korea,Clobot,클로봇,Company,Corporate newsroom,https://clobot.co.kr/news,https://clobot.co.kr/,ko,None - scrape,Event-driven,"Announcements on autonomous driving software for robots, fleet management, and logistics robotics.",P2,page scrape,"autonomous driving, fleet management, logistics, AMR","product launches, corporate partnerships",Korean language primary
South Korea,Angel Robotics,엔젤로보틱스,Company,Corporate newsroom,https://www.angel-robotics.com/ko/company/newsroom,https://www.angel-robotics.com/,ko,None - scrape,Event-driven,"Announcements on wearable robots, exoskeletons, and healthcare robotics.",P2,page scrape,"wearable robot, exoskeleton, healthcare, rehabilitation","product launches, corporate partnerships",Korean and English available
South Korea,WIRobotics,위로보틱스,Company,Corporate newsroom,https://corp.wirobotics.com/en/media,https://corp.wirobotics.com/,en,None - scrape,Event-driven,"Announcements on wearable robots (WIM), humanoid robots (ALLEX), and physical AI.",P2,page scrape,"wearable robot, humanoid, physical AI, WIM","product launches, corporate partnerships",English and Korean available
South Korea,RobotWorld Korea,로보월드,Exhibition,Exhibition news and press releases,https://eng.robotworld.or.kr/media/press.php,https://eng.robotworld.or.kr/,en,None - scrape,Event-driven,"Announcements on Korea's largest robotics exhibition, product launches, and industry trends.",P2,page scrape,"exhibition, RobotWorld, product launch, startup","industry trends, product launches",English and Korean available
South Korea,K-Humanoid Alliance,K-휴머노이드 연합,Association,Alliance announcements,https://www.motir.go.kr/kor/article/ATCL3f49a5a8c/170404/view,https://www.motir.go.kr/,ko,None - scrape,Event-driven,"Announcements on national humanoid initiatives, AI foundation models, and industry collaboration.",P1,page scrape,"humanoid, alliance, AI foundation model, robotics","national strategy, industry collaboration",Korean language primary
United States,SEC EDGAR,SEC EDGAR,Disclosure,Company Filings,https://www.sec.gov/edgar/search/,https://www.sec.gov/,en,API: SEC EDGAR Full-Text Search API,Daily,"Official financial disclosures, IPOs, M&A, and risk factors for publicly traded robotics companies.",P0,API,"robotics, autonomous, AI, automation","Financials, M&A, IPOs, executive changes",Rate limits apply to API. Best for verifying financial claims.
United States,NIST Robotics,NIST Robotics,Government,Standards & Research,https://www.nist.gov/news-events/news-updates/topic/248921,https://www.nist.gov/robotics,en,None — scrape,Event-driven,"Updates on robotics standards, benchmarks, and testing frameworks.",P1,page scrape,"robotics, standards, benchmark, testing","Standards, benchmarks, government research",Updates are sporadic but authoritative for standards.
United States,DARPA,DARPA,Government,Defense Research,https://www.darpa.mil/news,https://www.darpa.mil/,en,None — scrape,Weekly,"Funding, challenges, and breakthroughs in defense and advanced robotics.",P1,page scrape,"robotics, autonomous, AI, unmanned","Defense funding, advanced research programs",High-impact defense robotics news.
United States,NSF News,NSF News,Government,Science Funding,https://www.nsf.gov/news,https://www.nsf.gov/,en,RSS: https://www.nsf.gov/rss/rss_www_news.xml,Weekly,Grants and awards for fundamental robotics and AI research.,P1,RSS,"robotics, artificial intelligence, grant, award","Academic funding, fundamental research grants",Good for tracking early-stage academic research funding.
United States,DOE ARPA-E,DOE ARPA-E,Government,Energy Research,https://arpa-e.energy.gov/news-and-events/news-and-insights,https://arpa-e.energy.gov/,en,None — scrape,Event-driven,Funding for energy-efficient robotics and automation technologies.,P2,page scrape,"robotics, automation, energy, funding",Energy-related robotics funding,Niche but important for energy/climate robotics.
United States,NASA Robotics,NASA Robotics,Government,Space Research,https://www.nasa.gov/robotics-news/,https://www.nasa.gov/robotics/,en,None — scrape,Weekly,"Space robotics, rovers, autonomous systems, and related technology transfers.",P1,page scrape,"robotics, rover, autonomous, AI",Space robotics research and missions,High-profile space robotics news.
United States,DoD DIU,Defense Innovation Unit,Government,Defense Procurement,https://www.diu.mil/latest,https://www.diu.mil/,en,None — scrape,Weekly,"Commercial technology adoption by DoD, including autonomous systems and AI.",P1,page scrape,"autonomous, AI, robotics, drone, unmanned",Defense contracts for commercial robotics,Crucial for dual-use robotics startups.
United States,FDA 510(k) Database,FDA 510(k) Premarket Notification,Government,Medical Clearances,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm,https://www.fda.gov/,en,None — scrape/search,Daily,Clearances for surgical robots and medical autonomous systems.,P0,search query,"robot, robotic, autonomous, surgical",Medical device clearances,Definitive source for medical robotics market entry.
United States,USPTO Patent Public Search,USPTO Patent Public Search,Patent,Patent Database,https://ppubs.uspto.gov/pubwebapp/,https://www.uspto.gov/,en,None — search query,Weekly,"New patents and IP filings for robotics hardware, AI algorithms, and control systems.",P1,search query,"robot, autonomous, artificial intelligence, actuator",IP and patent filings,Requires complex boolean queries for effective monitoring.
United States,SAM.gov,System for Award Management,Procurement,Federal Contracts,https://sam.gov/content/opportunities,https://sam.gov/,en,API: SAM.gov Opportunities API,Daily,"Federal procurement notices, RFPs, and contract awards for robotics and unmanned systems.",P0,API,"robotics, unmanned, autonomous, drone",Government contracts and procurement,"Highly structured data, best accessed via API."
United States,Census M3 Survey,"Manufacturers' Shipments, Inventories, and Orders",Statistics,Economic Data,https://www.census.gov/manufacturing/m3/index.html,https://www.census.gov/,en,None — scrape,Monthly,Macroeconomic data on machinery and equipment manufacturing shipments and orders.,P2,page scrape,"machinery, manufacturing, shipments",Macroeconomic trends in manufacturing,"Monthly release, good for industry health indicators."
United States,BIS Export Controls,Bureau of Industry and Security,Government,Export Regulations,https://www.bis.gov/news-updates,https://www.bis.gov/,en,None — scrape,Event-driven,"Export controls and entity list updates affecting advanced robotics, AI, and semiconductors.",P1,page scrape,"export control, entity list, robotics, artificial intelligence",Regulatory compliance and export restrictions,Critical for tracking geopolitical impacts on robotics supply chains.
United States,A3 Association for Advancing Automation,Association for Advancing Automation,Association,Industry Association,https://www.automate.org/news,https://www.automate.org/,en,None — scrape,Weekly,"Industry statistics, safety standards, and automation market insights.",P1,page scrape,"robotics, automation, market, statistics",Industry statistics and market trends,"Consolidated RIA, AIA, and MCMA. Good for market data."
United States,ARM Institute,Advanced Robotics for Manufacturing Institute,Association,Manufacturing Robotics,https://arminstitute.org/news/,https://arminstitute.org/,en,None — scrape,Weekly,"Funding, projects, and workforce development for manufacturing robotics.",P1,page scrape,"manufacturing, robotics, funding, project",Manufacturing robotics funding and projects,"DoD-funded institute, key for industrial robotics."
United States,MassRobotics,MassRobotics,Association,Innovation Hub,https://www.massrobotics.org/news/,https://www.massrobotics.org/,en,None — scrape,Weekly,"Startup funding, incubator news, and regional robotics ecosystem updates in Massachusetts.",P1,page scrape,"startup, funding, robotics, innovation",Startup funding and regional ecosystem news,Key for early-stage robotics startups in the Boston area.
United States,Silicon Valley Robotics,Silicon Valley Robotics,Association,Industry Association,https://www.svrobo.org/,https://www.svrobo.org/,en,None — scrape,Weekly,"News on Silicon Valley robotics startups, investments, and events.",P1,page scrape,"startup, investment, robotics, silicon valley",Startup funding and regional ecosystem news,Important for tracking West Coast robotics startups.
United States,AUVSI,Association for Uncrewed Vehicle Systems International,Association,Industry Association,https://www.auvsi.org/newsroom/latest-news/,https://www.auvsi.org/,en,None — scrape,Weekly,"Advocacy, policy updates, and news for uncrewed systems and autonomous vehicles.",P1,page scrape,"uncrewed, autonomous, drone, policy",Policy advocacy and uncrewed systems news,Crucial for drone and autonomous vehicle policy.
United States,CMU Robotics Institute,Carnegie Mellon University Robotics Institute,University,Research Lab,https://www.ri.cmu.edu/news/,https://www.ri.cmu.edu/,en,None — scrape,Weekly,"Academic research breakthroughs, spin-offs, and fundamental robotics advancements.",P1,page scrape,"robotics, research, autonomous, AI",Academic research and spin-offs,Top-tier academic robotics research.
United States,MIT CSAIL,MIT Computer Science and Artificial Intelligence Laboratory,University,Research Lab,https://www.csail.mit.edu/news,https://www.csail.mit.edu/,en,None — scrape,Weekly,"AI, machine learning, and robotics research from MIT.",P1,page scrape,"robotics, AI, machine learning, autonomous",Academic research and AI advancements,Crucial for AI and robotics intersection.
United States,Stanford SAIL,Stanford Artificial Intelligence Laboratory,University,Research Lab,https://ai.stanford.edu/,https://ai.stanford.edu/,en,None — scrape,Weekly,"AI and robotics research, including foundation models and embodied AI.",P1,page scrape,"AI, robotics, foundation model, embodied",Academic research and embodied AI,Leading lab for embodied AI and foundation models.
United States,UC Berkeley BAIR,Berkeley Artificial Intelligence Research,University,Research Lab,https://bair.berkeley.edu/blog/,https://bair.berkeley.edu/,en,RSS: https://bair.berkeley.edu/blog/feed.xml,Weekly,"AI, machine learning, and robotics research from UC Berkeley.",P1,RSS,"robotics, AI, machine learning, reinforcement learning",Academic research and AI advancements,Strong focus on reinforcement learning and robotics.
United States,Georgia Tech IRIM,Institute for Robotics and Intelligent Machines,University,Research Lab,https://research.gatech.edu/robotics/news,https://robotics.gatech.edu/,en,None — scrape,Weekly,"Robotics research, including humanoid, swarm, and industrial robotics.",P1,page scrape,"robotics, swarm, humanoid, industrial",Academic research and robotics advancements,Broad coverage of robotics disciplines.
United States,UMich Robotics,University of Michigan Robotics,University,Research Lab,https://robotics.umich.edu/news/,https://robotics.umich.edu/,en,None — scrape,Weekly,"Legged robotics, autonomous vehicles, and manufacturing robotics research.",P1,page scrape,"robotics, legged, autonomous, manufacturing",Academic research and robotics advancements,Strong in legged and autonomous vehicle robotics.
United States,USC Robotics,USC Robotics and Autonomous Systems Center,University,Research Lab,https://rasc.usc.edu/news/,https://rasc.usc.edu/,en,None — scrape,Weekly,"Space robotics, autonomous systems, and dynamic control research.",P1,page scrape,"robotics, autonomous, space, control",Academic research and space robotics,Strong in space and dynamic robotics.
United States,UT Austin Robotics,Texas Robotics,University,Research Lab,https://robotics.utexas.edu/news,https://robotics.utexas.edu/,en,None — scrape,Weekly,"Robotics education, human-robot interaction, and autonomous systems research.",P1,page scrape,"robotics, autonomous, AI, human-robot",Academic research and robotics education,Pioneering undergraduate robotics programs.
United States,Toyota Research Institute US,Toyota Research Institute,Research,Corporate Research,https://www.tri.global/news,https://www.tri.global/,en,None — scrape,Weekly,"Advanced robotics, AI, and materials research for human amplification and automated driving.",P1,page scrape,"robotics, AI, automated driving, human amplification",Corporate research and AI advancements,Major corporate research lab in the US.
United States,Allen Institute AI2,Allen Institute for Artificial Intelligence,Research,Non-profit Research,https://allenai.org/news,https://allenai.org/,en,None — scrape,Weekly,"Open-source AI models, computer vision, and embodied AI research.",P1,page scrape,"AI, embodied, computer vision, open source",Open-source AI and embodied AI research,Key player in open-source AI models.
United States,arXiv cs.RO,arXiv Robotics,Preprint,Preprint Server,https://arxiv.org/list/cs.RO/recent,https://arxiv.org/,en,RSS: https://rss.arxiv.org/rss/cs.RO,Daily,Latest preprints of academic papers in robotics and AI.,P0,RSS,"robotics, autonomous, reinforcement learning, embodied",Early access to academic research,"High volume, requires filtering for impactful papers."
United States,CoRL,Conference on Robot Learning,Preprint,Conference,https://www.corl.org/,https://www.corl.org/,en,None — scrape,Event-driven,Top conference for the intersection of robotics and machine learning.,P1,page scrape,"robot learning, conference, paper, award",Accepted papers and conference awards,"Annual event, highly influential in robot learning."
United States,RSS Conference,Robotics: Science and Systems,Preprint,Conference,https://roboticsconference.org/,https://roboticsconference.org/,en,None — scrape,Event-driven,"Premier conference for robotics research, covering algorithmic and mathematical foundations.",P1,page scrape,"robotics, science, systems, conference",Accepted papers and conference awards,"Annual event, highly influential in fundamental robotics."
United States,Tesla IR,Tesla Investor Relations,Company,Investor Relations,https://ir.tesla.com/press,https://ir.tesla.com/,en,RSS: https://ir.tesla.com/rss/news-releases.xml,Event-driven,"Updates on Tesla Optimus humanoid robot, FSD, and manufacturing automation.",P0,RSS,"Optimus, robot, FSD, autonomous",Corporate announcements and financial disclosures,"High market impact, crucial for humanoid robotics."
United States,Nvidia Newsroom,Nvidia Newsroom,Company,Corporate News,https://nvidianews.nvidia.com/,https://www.nvidia.com/,en,RSS: https://nvidianews.nvidia.com/releases.xml,Weekly,"Isaac platform updates, AI foundation models for robotics, and hardware announcements.",P0,RSS,"Isaac, robotics, AI, Omniverse",Corporate announcements and product releases,Essential for AI and robotics compute infrastructure.
United States,Figure AI,Figure AI,Company,Startup News,https://www.figure.ai/news,https://www.figure.ai/,en,None — scrape,Event-driven,"Updates on Figure humanoid robots, commercial deployments, and funding.",P0,page scrape,"humanoid, deployment, funding, AI",Startup announcements and commercial deployments,Leading humanoid robotics startup.
United States,Boston Dynamics,Boston Dynamics,Company,Corporate News,https://bostondynamics.com/news/,https://bostondynamics.com/,en,None — scrape,Event-driven,"Updates on Spot, Atlas, Stretch, and commercial robotics deployments.",P0,page scrape,"Spot, Atlas, Stretch, deployment",Corporate announcements and product releases,Pioneer in legged robotics.
United States,Agility Robotics,Agility Robotics,Company,Startup News,https://agilityrobotics.com/news/,https://agilityrobotics.com/,en,None — scrape,Event-driven,"Updates on Digit humanoid robot, logistics deployments, and manufacturing.",P0,page scrape,"Digit, humanoid, logistics, deployment",Startup announcements and commercial deployments,Key player in logistics humanoid robotics.
United States,Apptronik,Apptronik,Company,Startup News,https://apptronik.com/company/in-the-news,https://apptronik.com/,en,None — scrape,Event-driven,"Updates on Apollo humanoid robot, commercial deployments, and funding.",P0,page scrape,"Apollo, humanoid, deployment, funding",Startup announcements and commercial deployments,Key player in humanoid robotics.
United States,Physical Intelligence,Physical Intelligence,Company,Startup News,https://www.pi.website/,https://www.pi.website/,en,None — scrape,Event-driven,"Updates on general-purpose AI for robots, foundation models, and funding.",P0,page scrape,"AI, foundation model, robotics, funding",Startup announcements and AI advancements,High-profile startup building robot brains.
United States,Skild AI,Skild AI,Company,Startup News,https://skild.ai/,https://skild.ai/,en,None — scrape,Event-driven,Updates on general-purpose AI brains for diverse robots and funding.,P0,page scrape,"AI, foundation model, robotics, funding",Startup announcements and AI advancements,Key player in general-purpose robot AI.
United States,1X Technologies (US Ops),1X Technologies,Company,Startup News,https://www.1x.tech/discover,https://www.1x.tech/,en,None — scrape,Event-driven,"Updates on NEO and EVE humanoid robots, AI models, and US deployments.",P0,page scrape,"NEO, EVE, humanoid, AI, deployment",Startup announcements and commercial deployments,Norwegian company with significant US operations and backing. 1X posts under Discover section.
United States,Amazon Science Blog,Amazon Science,Company,Corporate Research,https://www.amazon.science/blog,https://www.amazon.science/,en,RSS: https://www.amazon.science/index.rss,Weekly,"Research papers, AI advancements, and robotics innovations from Amazon.",P1,RSS,"robotics, AI, machine learning, autonomous",Corporate research and AI advancements,Crucial for logistics robotics and AI research.
United States,Google DeepMind,Google DeepMind,Company,Corporate Research,https://deepmind.google/blog/,https://deepmind.google/,en,None — scrape,Weekly,"AI research, Gemini Robotics, and foundation models for robotics.",P0,page scrape,"robotics, Gemini, AI, foundation model",Corporate research and AI advancements,Crucial for AI foundation models in robotics.
United States,OpenAI,OpenAI,Company,Corporate Research,https://openai.com/news/,https://openai.com/,en,None — scrape,Weekly,"AI models, robotics partnerships, and investments in embodied AI.",P0,page scrape,"robotics, embodied, AI, partnership",Corporate research and AI advancements,High impact on AI capabilities for robotics.
United States,Meta AI (FAIR),Fundamental AI Research,Company,Corporate Research,https://ai.meta.com/blog/,https://ai.meta.com/,en,None — scrape,Weekly,"Open-source AI models, embodied AI, and touch perception research.",P1,page scrape,"robotics, embodied, open source, touch",Corporate research and open-source AI,Key player in open-source AI and embodied AI.
United States,Microsoft Research,Microsoft Research,Company,Corporate Research,https://www.microsoft.com/en-us/research/theme/future-ai-infrastructure/robotics/,https://www.microsoft.com/en-us/research/,en,None — scrape,Weekly,"AI models for robotics (e.g., Rho-alpha), datacenter robotics, and mixed reality.",P1,page scrape,"robotics, AI, model, datacenter",Corporate research and AI advancements,Focus on AI integration and datacenter robotics.
United States,Intuitive Surgical IR,Intuitive Surgical Investor Relations,Company,Investor Relations,https://isrg.intuitive.com/news-releases,https://isrg.intuitive.com/,en,RSS: https://isrg.intuitive.com/rss/news-releases.xml,Event-driven,"Financials, FDA clearances, and deployments of da Vinci surgical robots.",P0,RSS,"da Vinci, surgical, robot, clearance",Corporate announcements and financial disclosures,Market leader in surgical robotics. Q4/notified IR platform sometimes blocks bots; works in browser.
United States,Teradyne IR,Teradyne Investor Relations,Company,Investor Relations,https://investors.teradyne.com/news-events/press-releases,https://investors.teradyne.com/,en,RSS: https://investors.teradyne.com/rss/news-releases.xml,Event-driven,Financials and updates for Universal Robots (UR) and Mobile Industrial Robots (MiR).,P0,RSS,"Universal Robots, MiR, collaborative, autonomous",Corporate announcements and financial disclosures,Parent company of major collaborative and mobile robotics firms.
United States,John Deere,John Deere,Company,Corporate News,https://www.deere.com/en-us/john-deere-news/,https://www.deere.com/,en,None — scrape,Event-driven,"Agricultural robotics, autonomous tractors, and manufacturing automation.",P1,page scrape,"autonomous, robotics, automation, agriculture",Corporate announcements and product releases,Leader in agricultural robotics.
United States,Rockwell Automation,Rockwell Automation,Company,Corporate News,https://www.rockwellautomation.com/en-us/company/news.html,https://www.rockwellautomation.com/,en,None — scrape,Weekly,"Industrial automation, smart manufacturing, and robotics integration.",P1,page scrape,"automation, robotics, manufacturing, industrial",Corporate announcements and product releases,Major player in industrial automation.
United States,Symbotic IR,Symbotic Investor Relations,Company,Investor Relations,https://ir.symbotic.com/news-releases,https://ir.symbotic.com/,en,RSS: https://ir.symbotic.com/rss/news-releases.xml,Event-driven,"Financials, deployments, and acquisitions in warehouse automation and robotics.",P0,RSS,"warehouse, automation, robotics, deployment",Corporate announcements and financial disclosures,Key player in warehouse automation. IR platform blocks bots; works in browser.
United States,Serve Robotics IR,Serve Robotics Investor Relations,Company,Investor Relations,https://investors.serverobotics.com/news,https://investors.serverobotics.com/,en,RSS: https://investors.serverobotics.com/rss/news-releases.xml,Event-driven,"Financials, deployments, and partnerships for autonomous delivery robots.",P0,RSS,"delivery, autonomous, robot, deployment",Corporate announcements and financial disclosures,Publicly traded delivery robotics company. IR platform blocks bots; works in browser.
United States,Waymo Blog,Waypoint - The official Waymo blog,Company,Corporate News,https://waymo.com/blog/,https://waymo.com/,en,None — scrape,Weekly,"Updates on autonomous driving technology, robotaxi deployments, and safety reports.",P0,page scrape,"autonomous, robotaxi, deployment, safety",Corporate announcements and commercial deployments,Leader in autonomous driving.
United States,Nuro,Nuro,Company,Startup News,https://www.nuro.ai/blog,https://www.nuro.ai/,en,None — scrape,Event-driven,"Updates on autonomous delivery vehicles, partnerships, and regulatory approvals.",P1,page scrape,"autonomous, delivery, vehicle, partnership",Startup announcements and commercial deployments,Key player in autonomous delivery. News lives under blog.
United States,Kodiak Robotics,Kodiak Robotics,Company,Startup News,https://kodiak.ai/news/,https://kodiak.ai/,en,None — scrape,Event-driven,"Updates on autonomous trucking, defense partnerships, and commercial deployments.",P1,page scrape,"autonomous, trucking, defense, deployment",Startup announcements and commercial deployments,Leader in autonomous trucking and defense applications.
United States,Anduril Industries,Anduril Industries,Company,Startup News,https://www.anduril.com/news/,https://www.anduril.com/,en,None — scrape,Event-driven,"Updates on autonomous defense systems, drones, and military contracts.",P0,page scrape,"autonomous, defense, drone, contract",Startup announcements and defense contracts,Major player in defense robotics.
United States,Shield AI,Shield AI,Company,Startup News,https://shield.ai/news/,https://shield.ai/,en,None — scrape,Event-driven,"Updates on AI pilots for defense, autonomous drones, and military contracts.",P1,page scrape,"AI pilot, autonomous, defense, drone",Startup announcements and defense contracts,Key player in AI for defense robotics.
Europe,European Commission Digital Strategy News,European Commission Digital Strategy,Government,Commission press releases,https://digital-strategy.ec.europa.eu/en/news,https://digital-strategy.ec.europa.eu/en,en,RSS: https://digital-strategy.ec.europa.eu/en/news/rss,Daily,"Official EU policy, funding, and strategy announcements regarding AI and robotics.",P0,RSS,"robotics, AI, artificial intelligence, funding, policy","official policy text, funding announcements",No paywall. Multiple languages available.
Europe,"ADRA (AI, Data and Robotics Association)",ADRA,Association,Association news,https://adr-association.eu/news/,https://adr-association.eu/,en,None — scrape,Weekly,"Updates on the European AI, Data and Robotics partnership and strategic research agendas.",P1,page scrape,"robotics, AI, partnership, horizon europe","strategic research agenda, partnership news",No paywall.
Europe,euRobotics,euRobotics,Association,Association news,https://eu-robotics.net/news/,https://eu-robotics.net/,en,None — scrape,Weekly,"News from the European robotics community, including events and policy inputs.",P1,page scrape,"robotics, events, policy, members","community news, event announcements",No paywall.
Europe,CORDIS Horizon Europe Project News,CORDIS,Government,Project news,https://cordis.europa.eu/search?q=contenttype%3D%27news%27%20AND%20%27robotics%27,https://cordis.europa.eu/,en,RSS: https://cordis.europa.eu/search?q=contenttype%3D%27news%27%20AND%20%27robotics%27&format=rss,Daily,Results and news from EU-funded robotics research projects.,P0,RSS,"robotics, automation, AI, project results","research funding, project outcomes",No paywall. Excellent for early-stage research.
Europe,European AI Office,European AI Office,Government,Office news,https://digital-strategy.ec.europa.eu/en/policies/ai-office,https://digital-strategy.ec.europa.eu/en/policies/ai-office,en,None — scrape,Event-driven,"Implementation of the EU AI Act, which impacts AI-driven robotics.",P1,page scrape,"AI Act, compliance, regulation, robotics","regulatory compliance, policy implementation",Part of the digital strategy portal.
Europe,TED (Tenders Electronic Daily),TED,Procurement,Public procurement,https://ted.europa.eu/en/search/result?q=robotics,https://ted.europa.eu/,en,API: TED API,Daily,Public procurement notices for robotics and automation systems across the EU.,P1,API,"robotics, automation, tender, contract","public contracts, government spending","Requires API key for bulk access, but search is free."
Europe,Eurostat,Eurostat,Statistics,Statistical releases,https://ec.europa.eu/eurostat/web/main/news/news-articles,https://ec.europa.eu/eurostat,en,RSS: https://ec.europa.eu/eurostat/web/main/news/news-articles?p_p_id=rss_WAR_rssportlet&p_p_lifecycle=2&p_p_state=normal&p_p_mode=view&p_p_resource_id=rss&p_p_cacheability=cacheLevelPage&p_p_col_id=column-1&p_p_col_count=1,Weekly,Macroeconomic data and statistics on technology adoption in European enterprises.,P2,RSS,"technology adoption, automation, manufacturing, statistics","macroeconomic data, adoption rates",No paywall.
Europe,European Patent Office (EPO),EPO,Patent,Patent news,https://www.epo.org/en/news-events/news,https://www.epo.org/,en,RSS: https://www.epo.org/en/rss.xml,Weekly,"News on patent trends, including robotics and AI patent filings in Europe.",P1,RSS,"robotics, AI, patents, innovation","patent filings, innovation trends",No paywall.
