region,source_name,source_name_local,type,subtype,url_news,url_home,language,rss_or_api,update_frequency,robotics_relevance,priority_tier,collection_route,watch_keywords,verification_role,ticker,origin,notes
South Korea,Doosan Robotics,두산로보틱스,Company,Corporate newsroom,https://www.doosanrobotics.com/en/about/promotion/news/,https://www.doosanrobotics.com/,en,None - scrape,Event-driven,"Announcements on collaborative robots, AI palletizing solutions, and global partnerships.",P1,page scrape,"collaborative robot, AI, palletizing, automation","product launches, corporate partnerships",,Registry v1 (Jul 28),English and Korean available
South Korea,HD Hyundai Robotics,HD현대로보틱스,Company,Corporate newsroom,http://hd-hyundairobotics.com/company/news,http://hd-hyundairobotics.com/,ko,None - scrape,Event-driven,"Announcements on industrial AI robots, welding solutions, and smart factory automation.",P1,page scrape,"산업용 로봇, 인공지능, 스마트팩토리, 자동화","product launches, corporate partnerships",,Registry v1 (Jul 28),Korean and English available
South Korea,Hanwha Robotics,한화로보틱스,Company,Corporate newsroom,https://hanwharobotics.co.kr/kr/newsroom/board?menuSeq=27,https://hanwharobotics.co.kr/,ko,None - scrape,Event-driven,"Announcements on collaborative robots, AGVs, and industrial automation.",P1,page scrape,"협동로봇, AGV, 자동화, 인공지능","product launches, corporate partnerships",,Registry v1 (Jul 28),Korean and English available
South Korea,LG Electronics / LG AI Research,LG전자 / LG AI연구원,Company,Corporate newsroom,https://www.lg.com/global/newsroom/news/,https://www.lg.com/,en,None - scrape,Event-driven,"Announcements on home robots (CLOiD), robotics business center, and AI research.",P1,page scrape,"robotics, AI, CLOiD, home robot","corporate strategy, product launches",,Registry v1 (Jul 28),English and Korean available
South Korea,Naver Labs,네이버랩스,Company,Corporate newsroom,https://www.navercorp.com/en/media/pressReleases,https://www.naverlabs.com/,en,None - scrape,Event-driven,"Announcements on AI for robotics, robot brain (DIVINE), and spatial intelligence.",P1,page scrape,"robotics, AI, spatial intelligence, robot brain","research breakthroughs, product launches",,Registry v1 (Jul 28),English and Korean available
South Korea,Neuromeka,뉴로메카,Company,Corporate newsroom,https://en.neuromeka.com/news,https://en.neuromeka.com/,en,None - scrape,Event-driven,"Announcements on collaborative robots, physical AI humanoid platforms (EIR), and factory automation.",P1,page scrape,"collaborative robot, humanoid, physical AI, automation","product launches, corporate partnerships",,Registry v1 (Jul 28),English and Korean available
South Korea,Rainbow Robotics,레인보우로보틱스,Company,Corporate newsroom,https://www.rainbow-robotics.com/en_pr,https://www.rainbow-robotics.com/,en,None - scrape,Event-driven,"Announcements on humanoid robots, collaborative robots, and Samsung partnership.",P1,page scrape,"humanoid, collaborative robot, Samsung, AI","product launches, corporate partnerships",,Registry v1 (Jul 28),English and Korean available
South Korea,Robotis,로보티즈,Company,Corporate newsroom,https://www.robotis.us/about-us/,https://www.robotis.com/,en,None - scrape,Event-driven,"Announcements on actuators (Dynamixel), humanoid prototypes, and service robots.",P1,page scrape,"actuator, Dynamixel, humanoid, service robot","product launches, corporate partnerships",,Registry v1 (Jul 28),English and Korean available
South Korea,SK Telecom,SK텔레콤,Company,Corporate newsroom,https://news.sktelecom.com/en/category/press-center/press-release,https://news.sktelecom.com/,en,None - scrape,Event-driven,"Announcements on AI robot-based logistics, telco edge AI, and physical AI.",P1,page scrape,"robotics, AI, logistics, telco edge AI","corporate strategy, product launches",,Registry v1 (Jul 28),English and Korean available
South Korea,Wonik Robotics,원익로보틱스,Company,Corporate newsroom,https://www.allegrohand.com/sub/about/news.php,https://wonikrobotics.com/,en,None - scrape,Event-driven,"Announcements on Allegro Hand, tactile sensors, and AI-based AMRs.",P1,page scrape,"Allegro Hand, tactile sensor, AMR, humanoid","product launches, corporate partnerships",,Registry v1 (Jul 28),English and Korean available
South Korea,Korea Exchange (KRX),한국거래소,Exchange,Exchange newsroom / listings,https://global.krx.co.kr/contents/GLB/02/0203/0203000000/GLB0203000000.jsp,https://global.krx.co.kr/,en,None — scrape,Weekly,Key source for tracking KOSDAQ robotics IPOs and new listings like KNR Systems and Robotis.,P1,page scrape + IPO calendar,robotics IPO;listing;prospectus,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
South Korea,Korea Institute for Advancement of Technology (KIAT),한국산업기술진흥원,Government,Agency press releases,https://www.kiat.or.kr/front/board/boardContentsListPage.do?board_id=90,https://www.kiat.or.kr/,ko,None - scrape,Weekly,Announcements on industrial technology innovation funding and R&D support.,P1,page scrape,"로봇, R&D, 기술혁신, 지원사업","R&D funding, technology policy",,Registry v1 (Jul 28),Korean language only
South Korea,Korea Institute for Robot Industry Advancement (KIRIA),한국로봇산업진흥원,Government,Agency press releases,https://www.kiria.org/portal/info/portalInfoNewsClipSideList.do,https://www.kiria.org/,ko,None - scrape,Weekly,"Announcements on robot industry promotion, certification, and commercialization support.",P1,page scrape,"로봇, 인증, 지원사업, 상용화","certification status, government support programs",,Registry v1 (Jul 28),Korean language only
South Korea,South Gyeongsang Provincial Government,경상남도,Government,Government press releases,https://www.gyeongnam.go.kr/board/list.gyeong?boardId=BBS_0000060&menuCd=DOM_000000135002001000,https://www.gyeongnam.go.kr/,ko,API: 경상남도_보도자료,Daily,South Gyeongsang Provincial Government announced a KRW 21 trillion investment plan to lead the physical AI and robotics industry by 2035.,P1,API,피지컬 AI;로봇;투자;제조업;스마트공장,primary announcement,,Site review v2 (Jul 30),"JS-rendered, connection issues from some locations"
South Korea,Korea Intellectual Property Rights Information Service (KIPRIS),특허정보검색서비스,Patent,Patent database,https://www.kipris.or.kr/,https://www.kipris.or.kr/,ko,API: KIPRISPlus,Daily,Official patent filings and intellectual property registrations for robotics technologies.,P1,API,"로봇, 제어, 구동기, 센서","patent filings, technology ownership",,Registry v1 (Jul 28),"Korean language primary, KIPRISPlus API available"
South Korea,Electronics and Telecommunications Research Institute (ETRI),한국전자통신연구원,Research,Research institute news,https://www.etri.re.kr/eng/bbs/list.etri?b_board_id=ENG02,https://www.etri.re.kr/,en,None - scrape,Weekly,"Developments in AI, robotics, telecommunications, and autonomous systems.",P1,page scrape,"로봇, 인공지능, 자율주행, 통신","research breakthroughs, technology transfer",,Registry v1 (Jul 28),Korean and English available
South Korea,Korea Institute of Industrial Technology (KITECH),한국생산기술연구원,Research,Research institute news,https://www.kitech.re.kr/pages/61,https://www.kitech.re.kr/,ko,None - scrape,Weekly,"Developments in advanced manufacturing robots, wearable robots, and industrial automation.",P1,page scrape,"로봇, 제조, 웨어러블, 자동화","research breakthroughs, technology transfer",,Registry v1 (Jul 28),Korean language primary
South Korea,Korea Institute of Machinery & Materials (KIMM),한국기계연구원,Research,Research institute news,https://www.kimm.re.kr/eng/sub011001,https://www.kimm.re.kr/,en,None - scrape,Weekly,"Developments in AI robotics, wearable robots, and advanced manufacturing technologies.",P1,page scrape,"로봇, 인공지능, 웨어러블, 제조","research breakthroughs, technology transfer",,Registry v1 (Jul 28),Korean and English available
South Korea,Korea Institute of Robotics and Technology Convergence (KIRO),한국로봇융합연구원,Research,Research institute news,https://www.kiro.re.kr/enjoy/news.asp,https://www.kiro.re.kr/,ko,None - scrape,Weekly,"Robotics R&D, technology convergence, and commercialization of robotics technologies.",P1,page scrape,"로봇, 융합, 연구, 상용화","research breakthroughs, technology transfer",,Registry v1 (Jul 28),Korean and English available
South Korea,Korea Institute of Science and Technology (KIST),한국과학기술연구원,Research,Research institute news,https://kist-air.wixsite.com/ari2021,https://www.kist.re.kr/,ko,None - scrape,Weekly,"Developments in AI, social robots, and assistive robotics from KIST AI and Robotics Institute.",P1,page scrape,"로봇, 인공지능, 연구, 헬스케어","research breakthroughs, technology transfer",,Registry v1 (Jul 28),Korean and English available
South Korea,Daegu Gyeongbuk Institute of Science and Technology (DGIST),대구경북과학기술원,University,University news and research,https://www.dgist.ac.kr/prog/bbsArticle/BBSMSTR_000000000080/list.do,https://www.dgist.ac.kr/,ko,None - scrape,Weekly,"Robotics research, sustainable robotics, and physical AI developments.",P1,page scrape,"로봇, 인공지능, 연구, 지속가능","research breakthroughs, lab developments",,Registry v1 (Jul 28),Korean and English available
South Korea,Korea Advanced Institute of Science and Technology (KAIST),한국과학기술원,University,University news and research,https://news.kaist.ac.kr/news/html/news/?skey=category&sval=%EC%97%B0%EA%B5%AC,https://www.kaist.ac.kr/,ko,None - scrape,Weekly,"Cutting-edge robotics research, humanoid developments, and AI lab news.",P1,page scrape,"로봇, 인공지능, 연구, 휴머노이드","research breakthroughs, lab developments",,Registry v1 (Jul 28),Korean and English available
South Korea,Pohang University of Science and Technology (POSTECH),포항공과대학교,University,University news and research,https://www.postech.ac.kr/kor/newscenter/university-news.do,https://www.postech.ac.kr/,ko,None - scrape,Weekly,"Robotics research, bionics, and intelligent robot developments.",P1,page scrape,"로봇, 인공지능, 연구, 지능로봇","research breakthroughs, lab developments",,Registry v1 (Jul 28),Korean and English available
South Korea,Ulsan National Institute of Science and Technology (UNIST),울산과학기술원,University,University news and research,https://news.unist.ac.kr/,https://www.unist.ac.kr/,ko,None - scrape,Weekly,"Robotics research, artificial muscles, and social robot developments.",P1,page scrape,"로봇, 인공지능, 연구, 인공근육","research breakthroughs, lab developments",,Registry v1 (Jul 28),Korean and English available
South Korea,Korea Association of Robot Industry (KAR),한국AI‧로봇산업협회,Association,Industry association,https://korearobot.or.kr/information/notice.htm,https://www.korearobot.or.kr/eng/,ko/en,None — scrape,Weekly,"Provides updates on Korean robotics industry policies, exhibitions, and government support programs.",P2,page scrape,robotics;AI;exhibition;policy;support,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
South Korea,Angel Robotics,엔젤로보틱스,Company,Corporate newsroom,https://www.angel-robotics.com/ko/company/newsroom,https://www.angel-robotics.com/,ko,None - scrape,Event-driven,"Announcements on wearable robots, exoskeletons, and healthcare robotics.",P2,page scrape,"wearable robot, exoskeleton, healthcare, rehabilitation","product launches, corporate partnerships",,Registry v1 (Jul 28),Korean and English available
South Korea,Clobot,클로봇,Company,Corporate newsroom,https://clobot.co.kr/news,https://clobot.co.kr/,ko,None - scrape,Event-driven,"Announcements on autonomous driving software for robots, fleet management, and logistics robotics.",P2,page scrape,"autonomous driving, fleet management, logistics, AMR","product launches, corporate partnerships",,Registry v1 (Jul 28),Korean language primary
South Korea,HYODOL,효돌,Company,Company newsroom,https://hyodol.com/notice,https://hyodol.com/,ko/en,None — scrape,Occasional,"Hyodol develops AI-powered companion robots for elderly care, providing health monitoring and emotional support.",P2,page scrape,AI care robot;elderly care;companion robot;MWC;FDA,primary announcement,,Site review v2 (Jul 30),
South Korea,KNR Systems,케이엔알시스템,Company,Listed company IR/newsroom,http://knrsys.com/bbs/board.php?bo_table=n2024,https://www.knrsys.com/eng/,ko,None — scrape,Occasional,"KNR Systems is a KOSDAQ-listed company specializing in hydraulic robotic arms, mobile robots, and testing equipment for extreme environments.",P2,page scrape,유압로봇;로봇;시험장비;케이엔알시스템,primary announcement,KOSDAQ: 199430,Site review v2 (Jul 30),
South Korea,Robostar,로보스타,Company,Corporate newsroom,https://www.robostar.com/en/customer/topics,https://www.robostar.com/,en,None - scrape,Event-driven,"Announcements on industrial robots, SCARA robots, and factory automation.",P2,page scrape,"industrial robot, SCARA, automation, LG","product launches, corporate partnerships",,Registry v1 (Jul 28),English and Korean available
South Korea,T-Robotics,티로보틱스,Company,Corporate newsroom,https://finance.naver.com/item/news.naver?code=117730,http://www.t-robotics.com/,ko,None - scrape,Event-driven,"Announcements on vacuum robots, AMRs, and industrial robotics.",P2,page scrape,"vacuum robot, AMR, industrial robot, display","product launches, corporate partnerships",,Registry v1 (Jul 28),Korean language primary
South Korea,Vieworks,뷰웍스,Company,Corporate newsroom,https://www.vieworks.com/en/board/news,https://www.vieworks.com/,en,None - scrape,Event-driven,"Announcements on machine vision cameras, X-ray imaging, and industrial inspection systems.",P2,page scrape,"machine vision, imaging, inspection, automation","product launches, corporate partnerships",,Registry v1 (Jul 28),English and Korean available
South Korea,WIRobotics,위로보틱스,Company,Corporate newsroom,https://corp.wirobotics.com/en/media,https://corp.wirobotics.com/,en,None - scrape,Event-driven,"Announcements on wearable robots (WIM), humanoid robots (ALLEX), and physical AI.",P2,page scrape,"wearable robot, humanoid, physical AI, WIM","product launches, corporate partnerships",,Registry v1 (Jul 28),English and Korean available
South Korea,Yujin Robot,유진로봇,Company,Corporate newsroom,https://yujinrobot.com/en/company/news-notice,https://yujinrobot.com/,en,None - scrape,Event-driven,"Announcements on AMRs, smart factory solutions, and autonomous navigation.",P2,page scrape,"AMR, smart factory, autonomous navigation, logistics","product launches, corporate partnerships",,Registry v1 (Jul 28),English and Korean available
South Korea,RobotWorld Korea,로보월드,Exhibition,Exhibition news and press releases,https://eng.robotworld.or.kr/media/press.php,https://eng.robotworld.or.kr/,en,None - scrape,Event-driven,"Announcements on Korea's largest robotics exhibition, product launches, and industry trends.",P2,page scrape,"exhibition, RobotWorld, product launch, startup","industry trends, product launches",,Registry v1 (Jul 28),English and Korean available
South Korea,Korean Statistical Information Service (KOSIS),국가통계포털,Statistics,Official statistics press releases,https://kosis.kr/eng/bulletinBoard/pressReleasesList.do,https://kosis.kr/,en,None - scrape,Monthly,"Official statistics on manufacturing, employment, and industrial production relevant to robotics.",P2,page scrape,"manufacturing, industry, employment, production","official statistics, market size",,Registry v1 (Jul 28),English available
United States,1X Technologies (US Ops),1X Technologies,Company,Startup News,https://www.1x.tech/discover,https://www.1x.tech/,en,None — scrape,Event-driven,"Updates on NEO and EVE humanoid robots, AI models, and US deployments.",P0,page scrape,"NEO, EVE, humanoid, AI, deployment",Startup announcements and commercial deployments,,Registry v1 (Jul 28),Norwegian company with significant US operations and backing. 1X posts under Discover section.
United States,AeroVironment,,Company,Listed company IR/newsroom,https://www.avinc.com/news/,https://www.avinc.com/,en,RSS: https://investor.avinc.com/rss/news-releases.xml,Weekly,AeroVironment is a leading defense technology company specializing in uncrewed aircraft systems (UAS) and robotics.,P0,RSS,UAS;uncrewed;defense;robotics;contract,primary announcement,NASDAQ: AVAV,Site review v2 (Jul 30),
United States,Agility Robotics,Agility Robotics,Company,Startup News,https://agilityrobotics.com/news/,https://agilityrobotics.com/,en,None — scrape,Event-driven,"Updates on Digit humanoid robot, logistics deployments, and manufacturing.",P0,page scrape,"Digit, humanoid, logistics, deployment",Startup announcements and commercial deployments,,Registry v1 (Jul 28),Key player in logistics humanoid robotics.
United States,Anduril Industries,Anduril Industries,Company,Startup News,https://www.anduril.com/news/,https://www.anduril.com/,en,None — scrape,Event-driven,"Updates on autonomous defense systems, drones, and military contracts.",P0,page scrape,"autonomous, defense, drone, contract",Startup announcements and defense contracts,,Registry v1 (Jul 28),Major player in defense robotics.
United States,Apptronik,Apptronik,Company,Startup News,https://apptronik.com/company/in-the-news,https://apptronik.com/,en,None — scrape,Event-driven,"Updates on Apollo humanoid robot, commercial deployments, and funding.",P0,page scrape,"Apollo, humanoid, deployment, funding",Startup announcements and commercial deployments,,Registry v1 (Jul 28),Key player in humanoid robotics.
United States,Boston Dynamics,Boston Dynamics,Company,Corporate News,https://bostondynamics.com/news/,https://bostondynamics.com/,en,None — scrape,Event-driven,"Updates on Spot, Atlas, Stretch, and commercial robotics deployments.",P0,page scrape,"Spot, Atlas, Stretch, deployment",Corporate announcements and product releases,,Registry v1 (Jul 28),Pioneer in legged robotics.
United States,Figure AI,Figure AI,Company,Startup News,https://www.figure.ai/news,https://www.figure.ai/,en,None — scrape,Event-driven,"Updates on Figure humanoid robots, commercial deployments, and funding.",P0,page scrape,"humanoid, deployment, funding, AI",Startup announcements and commercial deployments,,Registry v1 (Jul 28),Leading humanoid robotics startup.
United States,Google DeepMind,Google DeepMind,Company,Corporate Research,https://deepmind.google/blog/,https://deepmind.google/,en,None — scrape,Weekly,"AI research, Gemini Robotics, and foundation models for robotics.",P0,page scrape,"robotics, Gemini, AI, foundation model",Corporate research and AI advancements,,Registry v1 (Jul 28),Crucial for AI foundation models in robotics.
United States,Intuitive Surgical IR,Intuitive Surgical Investor Relations,Company,Investor Relations,https://isrg.intuitive.com/news-releases,https://isrg.intuitive.com/,en,RSS: https://isrg.intuitive.com/rss/news-releases.xml,Event-driven,"Financials, FDA clearances, and deployments of da Vinci surgical robots.",P0,RSS,"da Vinci, surgical, robot, clearance",Corporate announcements and financial disclosures,,Registry v1 (Jul 28),Market leader in surgical robotics. Q4/notified IR platform sometimes blocks bots; works in browser.
United States,Knightscope,,Company,Listed company IR/newsroom,https://ir.knightscope.com/ir-newsroom,https://knightscope.com/,en,API: Kaleidoscope,Weekly,Knightscope builds autonomous security robots (ASRs) and AI-driven security software for public safety and physical security.,P0,API,autonomous security;ASR;robot;security force;K5,primary announcement,NASDAQ: KSCP,Site review v2 (Jul 30),
United States,Nvidia Newsroom,Nvidia Newsroom,Company,Corporate News,https://nvidianews.nvidia.com/,https://www.nvidia.com/,en,RSS: https://nvidianews.nvidia.com/releases.xml,Weekly,"Isaac platform updates, AI foundation models for robotics, and hardware announcements.",P0,RSS,"Isaac, robotics, AI, Omniverse",Corporate announcements and product releases,,Registry v1 (Jul 28),Essential for AI and robotics compute infrastructure.
United States,OpenAI,OpenAI,Company,Corporate Research,https://openai.com/news/,https://openai.com/,en,None — scrape,Weekly,"AI models, robotics partnerships, and investments in embodied AI.",P0,page scrape,"robotics, embodied, AI, partnership",Corporate research and AI advancements,,Registry v1 (Jul 28),High impact on AI capabilities for robotics.
United States,Palladyne AI,,Company,Listed company IR/newsroom,https://investor.palladyneai.com/news-events/press-releases,https://www.palladyneai.com/,en,RSS: https://investor.palladyneai.com/rss/news-releases.xml,Weekly,"Palladyne AI develops embodied AI software and autonomous systems for defense and industrial applications, including drone swarming and robotic control.",P0,RSS,embodied AI;autonomous systems;defense;SwarmOS;Palladyne IQ,primary announcement,NASDAQ: PDYN,Site review v2 (Jul 30),Formerly Sarcos Technology and Robotics Corporation
United States,Physical Intelligence,Physical Intelligence,Company,Startup News,https://www.pi.website/,https://www.pi.website/,en,None — scrape,Event-driven,"Updates on general-purpose AI for robots, foundation models, and funding.",P0,page scrape,"AI, foundation model, robotics, funding",Startup announcements and AI advancements,,Registry v1 (Jul 28),High-profile startup building robot brains.
United States,Serve Robotics IR,Serve Robotics Investor Relations,Company,Investor Relations,https://investors.serverobotics.com/news,https://investors.serverobotics.com/,en,RSS: https://investors.serverobotics.com/rss/news-releases.xml,Event-driven,"Financials, deployments, and partnerships for autonomous delivery robots.",P0,RSS,"delivery, autonomous, robot, deployment",Corporate announcements and financial disclosures,,Registry v1 (Jul 28),Publicly traded delivery robotics company. IR platform blocks bots; works in browser.
United States,Skild AI,Skild AI,Company,Startup News,https://skild.ai/,https://skild.ai/,en,None — scrape,Event-driven,Updates on general-purpose AI brains for diverse robots and funding.,P0,page scrape,"AI, foundation model, robotics, funding",Startup announcements and AI advancements,,Registry v1 (Jul 28),Key player in general-purpose robot AI.
United States,Symbotic IR,Symbotic Investor Relations,Company,Investor Relations,https://ir.symbotic.com/news-releases,https://ir.symbotic.com/,en,RSS: https://ir.symbotic.com/rss/news-releases.xml,Event-driven,"Financials, deployments, and acquisitions in warehouse automation and robotics.",P0,RSS,"warehouse, automation, robotics, deployment",Corporate announcements and financial disclosures,,Registry v1 (Jul 28),Key player in warehouse automation. IR platform blocks bots; works in browser.
United States,Teradyne IR,Teradyne Investor Relations,Company,Investor Relations,https://investors.teradyne.com/news-events/press-releases,https://investors.teradyne.com/,en,RSS: https://investors.teradyne.com/rss/news-releases.xml,Event-driven,Financials and updates for Universal Robots (UR) and Mobile Industrial Robots (MiR).,P0,RSS,"Universal Robots, MiR, collaborative, autonomous",Corporate announcements and financial disclosures,,Registry v1 (Jul 28),Parent company of major collaborative and mobile robotics firms.
United States,Tesla IR,Tesla Investor Relations,Company,Investor Relations,https://ir.tesla.com/press,https://ir.tesla.com/,en,RSS: https://ir.tesla.com/rss/news-releases.xml,Event-driven,"Updates on Tesla Optimus humanoid robot, FSD, and manufacturing automation.",P0,RSS,"Optimus, robot, FSD, autonomous",Corporate announcements and financial disclosures,,Registry v1 (Jul 28),"High market impact, crucial for humanoid robotics."
United States,Waymo Blog,Waypoint - The official Waymo blog,Company,Corporate News,https://waymo.com/blog/,https://waymo.com/,en,None — scrape,Weekly,"Updates on autonomous driving technology, robotaxi deployments, and safety reports.",P0,page scrape,"autonomous, robotaxi, deployment, safety",Corporate announcements and commercial deployments,,Registry v1 (Jul 28),Leader in autonomous driving.
United States,SEC EDGAR,SEC EDGAR,Disclosure,Company Filings,https://www.sec.gov/edgar/search/,https://www.sec.gov/,en,API: SEC EDGAR Full-Text Search API,Daily,"Official financial disclosures, IPOs, M&A, and risk factors for publicly traded robotics companies.",P0,API,"robotics, autonomous, AI, automation","Financials, M&A, IPOs, executive changes",,Registry v1 (Jul 28),Rate limits apply to API. Best for verifying financial claims.
United States,Nasdaq,,Exchange,Exchange newsroom / listings,https://www.nasdaq.com/newsroom,https://www.nasdaq.com,en,None — scrape,Daily,"Crucial for tracking robotics IPOs and listed-company disclosures like Knightscope, Richtech, and Serve Robotics.",P0,page scrape + IPO calendar,robotics IPO;listing;prospectus,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
United States,FDA 510(k) Database,FDA 510(k) Premarket Notification,Government,Medical Clearances,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm,https://www.fda.gov/,en,None — scrape/search,Daily,Clearances for surgical robots and medical autonomous systems.,P0,search query,"robot, robotic, autonomous, surgical",Medical device clearances,,Registry v1 (Jul 28),Definitive source for medical robotics market entry.
United States,arXiv cs.RO,arXiv Robotics,Preprint,Preprint Server,https://arxiv.org/list/cs.RO/recent,https://arxiv.org/,en,RSS: https://rss.arxiv.org/rss/cs.RO,Daily,Latest preprints of academic papers in robotics and AI.,P0,RSS,"robotics, autonomous, reinforcement learning, embodied",Early access to academic research,,Registry v1 (Jul 28),"High volume, requires filtering for impactful papers."
United States,SAM.gov,System for Award Management,Procurement,Federal Contracts,https://sam.gov/content/opportunities,https://sam.gov/,en,API: SAM.gov Opportunities API,Daily,"Federal procurement notices, RFPs, and contract awards for robotics and unmanned systems.",P0,API,"robotics, unmanned, autonomous, drone",Government contracts and procurement,,Registry v1 (Jul 28),"Highly structured data, best accessed via API."
United States,A3 Association for Advancing Automation,Association for Advancing Automation,Association,Industry Association,https://www.automate.org/news,https://www.automate.org/,en,None — scrape,Weekly,"Industry statistics, safety standards, and automation market insights.",P1,page scrape,"robotics, automation, market, statistics",Industry statistics and market trends,,Registry v1 (Jul 28),"Consolidated RIA, AIA, and MCMA. Good for market data."
United States,ARM Institute,Advanced Robotics for Manufacturing Institute,Association,Manufacturing Robotics,https://arminstitute.org/news/,https://arminstitute.org/,en,None — scrape,Weekly,"Funding, projects, and workforce development for manufacturing robotics.",P1,page scrape,"manufacturing, robotics, funding, project",Manufacturing robotics funding and projects,,Registry v1 (Jul 28),"DoD-funded institute, key for industrial robotics."
United States,AUVSI,Association for Uncrewed Vehicle Systems International,Association,Industry Association,https://www.auvsi.org/newsroom/latest-news/,https://www.auvsi.org/,en,None — scrape,Weekly,"Advocacy, policy updates, and news for uncrewed systems and autonomous vehicles.",P1,page scrape,"uncrewed, autonomous, drone, policy",Policy advocacy and uncrewed systems news,,Registry v1 (Jul 28),Crucial for drone and autonomous vehicle policy.
United States,MassRobotics,MassRobotics,Association,Innovation Hub,https://www.massrobotics.org/news/,https://www.massrobotics.org/,en,None — scrape,Weekly,"Startup funding, incubator news, and regional robotics ecosystem updates in Massachusetts.",P1,page scrape,"startup, funding, robotics, innovation",Startup funding and regional ecosystem news,,Registry v1 (Jul 28),Key for early-stage robotics startups in the Boston area.
United States,Silicon Valley Robotics,Silicon Valley Robotics,Association,Industry Association,https://www.svrobo.org/,https://www.svrobo.org/,en,None — scrape,Weekly,"News on Silicon Valley robotics startups, investments, and events.",P1,page scrape,"startup, investment, robotics, silicon valley",Startup funding and regional ecosystem news,,Registry v1 (Jul 28),Important for tracking West Coast robotics startups.
United States,Amazon Science Blog,Amazon Science,Company,Corporate Research,https://www.amazon.science/blog,https://www.amazon.science/,en,RSS: https://www.amazon.science/index.rss,Weekly,"Research papers, AI advancements, and robotics innovations from Amazon.",P1,RSS,"robotics, AI, machine learning, autonomous",Corporate research and AI advancements,,Registry v1 (Jul 28),Crucial for logistics robotics and AI research.
United States,Blue Robotics,,Company,Company newsroom,https://bluerobotics.com/category/product-news/,https://bluerobotics.com/,en,RSS: https://bluerobotics.com/feed/,Monthly,"Blue Robotics is a key manufacturer of marine robotics components and underwater ROVs/USVs, providing essential hardware for the marine robotics ecosystem.",P1,RSS,ROV;USV;thruster;sonar;marine robotics,primary announcement,,Site review v2 (Jul 30),
United States,Diligent Robotics,,Company,Company newsroom,https://www.diligentrobots.com/blog,https://www.diligentrobots.com,en,RSS: https://www.diligentrobots.com/blog?format=rss,Monthly,"Diligent Robotics develops Moxi, a socially intelligent mobile manipulation robot that performs non-patient-facing logistical tasks in hospitals.",P1,RSS,Moxi;hospital robot;mobile manipulation;Series C;funding,primary announcement,,Site review v2 (Jul 30),
United States,Gecko Robotics,,Company,Company newsroom,https://www.geckorobotics.com/news,https://www.geckorobotics.com/,en,None — scrape,Monthly,Gecko Robotics provides AI-powered infrastructure inspection robots for critical sectors like defense and energy.,P1,page scrape,infrastructure;inspection;defense;energy;Series D,primary announcement,,Site review v2 (Jul 30),
United States,Ghost Robotics,,Company,Company newsroom,https://www.ghostrobotics.io/news,https://www.ghostrobotics.io/,en,None — scrape,Monthly,Developer of the Vision 60 quadruped robot for defense and commercial applications.,P1,page scrape,quadruped;Vision 60;defense;LIG Nex1,primary announcement,,Site review v2 (Jul 30),Acquired by LIG Nex1
United States,Hello Robot,,Company,Company newsroom,https://hello-robot.com/news/,https://hello-robot.com/,en,RSS: https://hello-robot.com/feed/,Monthly,"Hello Robot develops Stretch, a practical, low-cost mobile manipulator designed for home assistance and research applications.",P1,RSS,Stretch;mobile manipulator;assistive robot;home robot,primary announcement,,Site review v2 (Jul 30),
United States,John Deere,John Deere,Company,Corporate News,https://www.deere.com/en-us/john-deere-news/,https://www.deere.com/,en,None — scrape,Event-driven,"Agricultural robotics, autonomous tractors, and manufacturing automation.",P1,page scrape,"autonomous, robotics, automation, agriculture",Corporate announcements and product releases,,Registry v1 (Jul 28),Leader in agricultural robotics.
United States,Johnson & Johnson MedTech,,Company,Listed company IR/newsroom,https://www.jnj.com/media-center/press-releases/medical-technologies,https://www.jnj.com,en,RSS: https://www.jnj.com/rss-feed/all,Weekly,"Johnson & Johnson MedTech develops surgical robotics like the OTTAVA system and MONARCH platform, making it a key player in medical robotics.",P1,RSS,OTTAVA;MONARCH;robotic;surgical system;FDA,primary announcement,NYSE: JNJ,Site review v2 (Jul 30),
United States,Kodiak Robotics,Kodiak Robotics,Company,Startup News,https://kodiak.ai/news/,https://kodiak.ai/,en,None — scrape,Event-driven,"Updates on autonomous trucking, defense partnerships, and commercial deployments.",P1,page scrape,"autonomous, trucking, defense, deployment",Startup announcements and commercial deployments,,Registry v1 (Jul 28),Leader in autonomous trucking and defense applications.
United States,Locus Robotics,,Company,Company newsroom,https://locusrobotics.com/news,https://locusrobotics.com/,en,None — scrape,Weekly,Locus Robotics is a leading warehouse AMR unicorn that frequently publishes news on its AI-driven mobile warehouse automation solutions.,P1,page scrape,AMR;warehouse automation;Series G;IPO;Locus Array,primary announcement,,Site review v2 (Jul 30),
United States,Medtronic,,Company,Listed company IR/newsroom,https://news.medtronic.com,https://www.medtronic.com,en,RSS: https://news.medtronic.com/press-releases?pagetemplate=rss,Weekly,"Medtronic is a global healthcare technology leader that develops the Hugo RAS system, a modular robotic-assisted surgery platform.",P1,RSS,Hugo RAS;robotic-assisted surgery;FDA clearance;surgical robotics,primary announcement,NYSE: MDT,Site review v2 (Jul 30),
